order_uuid,component_name,system_name,manufacturer_id,part_no,serial_no,status,status_date,ordered_by
4d896880-357d-4637-8c07-a1b911ea9f42,Wheel-well_screw_holder_hyd,HYDRAULIC,1783,168435,647431,SHIPPED,1989-01-10 18:31:16,
5c4bfed7-0cba-4210-88df-7810c3735fc2,bed_weld_ELE,ELECTRICAL,2489,917879,8572988,ORDERED,1993-11-21 08:13:47,
504dc767-db87-4589-a82e-14efc0d56c86,Driver_chassis_tra,TRANSMISSION,2489,181244,10258,PENDING,2002-01-30 00:59:50,"Doe, Jane"
c253fbd0-858d-40c1-8796-21e8f2c87691,driver_o-ring_HYD,HYDRAULIC,3333,727588,5109344,RECEIVED,1991-06-26 15:13:21,
28a2eb06-38ad-4212-a3c8-83214a1fcb51,passenger_flange_ELE,ELECTRICAL,2489,315566,2657492,RECEIVED,2010-04-06 21:29:45,
84010283-0c43-48dc-8741-f614bb9e714d,cabin_wiring_NAV,NAVIGATION,2489,581124,9728406,RECEIVED,2020-12-09 10:25:48,
ac407d75-25f9-4130-a65b-9bb226e6e377,Wheel-well_plug_hyd,HYDRAULIC,7957,485864,1096486,ORDERED,2002-07-24 16:03:27,
761149e7-5441-4a6f-9664-7cc3c1da7234,Driver_wiring_ele,ELECTRICAL,6467,134769,8094501,ORDERED,2018-05-26 06:42:04,
aec80855-aaa4-42f9-8a48-fdb9b34ac2d7,passenger_wiring_ELE,ELECTRICAL,1484,977856,2844694,ORDERED,2011-02-03 13:22:20,
8735e973-038b-4b9a-b946-2d9e1a42b760,Driver piston ele,ELECTRICAL,6467,188693,5154993,RECEIVED,1989-12-10 18:14:13,
b14ab8cf-c08a-4bd8-a315-0e21814b2e8b,Driver_o-ring_hyd,HYDRAULIC,1484,535661,1676242,SHIPPED,1999-08-23 18:41:43,
d765d1e8-31e2-4d9f-9549-3968bbae237c,bed bearing ELE 001,ELECTRICAL,2489,708302,508219,RECEIVED,2022-09-29 07:38:35,
3a2d37b3-9555-42da-a2b7-8d5053e13f03,wheel-well filter HYD,HYDRAULIC,7957,160893,353431,ORDERED,2011-08-25 20:00:04,
96d03136-5d1f-4a54-8a0f-2a1174869bbc,wheel-well flange HYD,HYDRAULIC,1484,376748,765351,PENDING,1993-11-30 19:21:46,JL Picard
480b94a4-9ec7-48a1-87e6-5562635970be,bed pump HYD,HYDRAULIC,1484,552320,9736843,RECEIVED,1992-10-20 08:47:14,
74ff0b45-2c62-4862-8d84-efbb7a7e9d3e,Driver_pump_hyd,HYDRAULIC,2489,917879,4518612,RECEIVED,1995-11-19 16:07:14,
15ce9dd4-ec0d-4121-be3a-829201acdb3d,Driver_o-ring_hyd,HYDRAULIC,3333,884028,3461820,RECEIVED,1993-03-27 11:23:36,
982a3c9b-9b36-46b7-a02b-d191fd87e289,wheel-well wiring NAV,NAVIGATION,1484,594170,1964141,SHIPPED,1997-10-03 13:54:54,
64bdaa5c-5aa3-4ba5-97f3-9c3e4fdac2f9,passenger_casing_ELE,ELECTRICAL,1998,554152,2412066,RECEIVED,2020-09-30 08:57:12,
6b8377f5-f853-4483-aeb3-eaae1af5000d,Roof o-ring nav,NAVIGATION,1998,111134,808915,ORDERED,2023-05-01 02:22:37,
8c537ea9-90af-407a-a2c7-43a8d7891f5d,Bed_tank_ele,ELECTRICAL,1484,758410,8333646,PENDING,2005-01-05 05:34:40,Richard Feynman
1e8be06e-e6a7-408b-8421-af5e4aa2ce86,engine-bay wheel TRA,TRANSMISSION,1484,535661,6927771,ORDERED,2010-01-01 01:56:36,
e317f72e-90d7-4db2-bbe1-3793a03b757b,Roof_drain_hyd,HYDRAULIC,1783,749396,5593525,ORDERED,1990-04-14 23:36:23,
9d6af41c-bfe3-4953-8486-03c0d405de89,Driver_o-ring_hyd,HYDRAULIC,3333,156630,6746389,PENDING,2002-06-09 02:13:54,"Scott, Michael"
892f136e-9844-40c4-bfc1-5fdc77a1b7d5,passenger bearing ELE,ELECTRICAL,6467,441642,2906840,PENDING,1992-03-28 08:19:48,michael.scott
bd9965a1-3834-4122-b224-2b355d8cfc5e,roof_piston_TRA,TRANSMISSION,3333,884028,3408661,RECEIVED,2009-06-26 04:43:01,
7408a483-417e-496d-a36f-9fc5b5ed283f,Cabin_plug_nav,NAVIGATION,6467,605173,4826212,RECEIVED,2011-10-05 13:24:17,
ccff9fb0-5e09-46c4-a2a2-107d9d7537eb,bed_drain_ELE,ELECTRICAL,1484,801304,696950,PENDING,2003-11-07 04:58:40,"Doe, John"
f26a7369-b771-46e5-846b-3eb4740a83b8,driver casing ELE,ELECTRICAL,6147,755345,8434314,RECEIVED,1999-02-24 10:29:15,
7a1ddaef-56e8-4a5b-b71d-f6c1a9bbb385,driver_joint_ELE,ELECTRICAL,7957,930619,1985830,SHIPPED,2011-02-20 07:30:15,
391dfea6-6288-42e3-9a0a-24e47d47086c,driver filter NAV,NAVIGATION,6147,108775,6611184,PENDING,1997-06-09 22:51:27,"Picard, JL"
2ea0046d-ebc1-47f9-a926-85b6a1ccd4eb,driver_flange_ELE_001,ELECTRICAL,1484,801304,4609385,RECEIVED,1991-11-22 20:02:17,
ca07c71a-dd37-49ff-bd82-60d123012994,wheel-well_bolt_bracket_ELE,ELECTRICAL,1484,163535,6718214,ORDERED,2000-05-21 05:09:01,
7557806d-08e9-427a-992a-bdde1599371f,roof_screw_HYD,HYDRAULIC,1998,997245,5723916,ORDERED,2017-11-30 15:26:23,
350dda58-e98b-4f96-98aa-c0b5bc72bf4e,Passenger bearing hyd,HYDRAULIC,6467,687165,7891343,ORDERED,2019-10-17 11:28:17,
8ecac611-0c34-4f91-9c2f-cea8c9a72f29,bed pump HYD,HYDRAULIC,7957,113136,6448202,RECEIVED,2000-05-14 16:19:12,
0d10e501-f457-4323-8805-3c7fbf36f086,Wheel-well_plug_hyd,HYDRAULIC,7957,344005,7812436,SHIPPED,1992-08-25 03:07:53,
df221946-68e1-4651-a3aa-8bfae402f62b,Passenger piston hyd,HYDRAULIC,1484,601647,7794014,SHIPPED,2003-03-25 08:41:12,
1570790a-283b-4e8b-bc22-3071798bc287,driver joint ELE,ELECTRICAL,7957,521578,5085480,RECEIVED,2000-08-09 06:47:36,
914d88b6-9707-47f7-95dd-35be979e587c,wheel-well_flange_HYD,HYDRAULIC,1484,603276,2806636,SHIPPED,2002-08-06 06:05:51,
3da15618-f4e9-46bf-bda8-86a31b6c701d,Wheel-well flange hyd,HYDRAULIC,1783,698223,7904994,ORDERED,2000-10-19 05:06:24,
91279998-3250-47a1-9af7-7ce1873509f8,bed screw ELE,ELECTRICAL,7957,140100,2097384,ORDERED,2003-08-14 19:20:11,
619e3a2a-5cdd-4e4d-a602-a9a0eccaae21,Roof drain hyd,HYDRAULIC,7957,268258,8347689,RECEIVED,2021-04-08 06:56:00,
78f18f03-a6bd-4844-837f-fbcfb870ebb8,bed drain ELE,ELECTRICAL,6467,978337,5983168,SHIPPED,2020-11-20 05:07:23,
60a52e55-b03a-44fb-94c1-3b50362aee91,Roof piston tra,TRANSMISSION,3333,760303,6510008,PENDING,2008-01-22 19:16:57,"Doe, Jane"
cd9bb549-c067-4f0a-a813-e0e3840dfe35,Engine-bay piston ele,ELECTRICAL,6147,871329,8425412,ORDERED,2020-06-27 15:50:02,
8fa7439a-8dac-4ac4-b3ef-4bb5fb90b12a,Bed_screw_ele,ELECTRICAL,1998,102062,308690,RECEIVED,1999-05-27 23:52:49,
0287b6f4-e326-4661-878a-821b443325f9,roof o-ring NAV,NAVIGATION,2489,386147,5723541,SHIPPED,2014-07-14 21:40:27,
496100a2-0061-445b-b42a-51021f07d098,cabin_casing_NAV,NAVIGATION,6467,605173,2552823,SHIPPED,2016-06-15 22:47:13,
d665373a-a49b-435d-8eb6-625f31a1200b,passenger piston HYD,HYDRAULIC,2489,679040,5817987,ORDERED,1988-08-17 13:41:26,
5b7b6485-88c8-49b6-8550-1ad8dca9edce,Driver_casing_ele,ELECTRICAL,2489,755104,4709394,RECEIVED,1994-08-31 02:32:22,
aef99b0a-7253-420f-9206-f3096c4b3b62,Wheel-well_screw_holder_hyd,HYDRAULIC,2489,917879,1148390,ORDERED,2016-10-17 09:42:42,
49367efa-dc33-4c1b-959f-c224646732ee,Bed_casing_ele,ELECTRICAL,6467,942003,5165142,SHIPPED,2014-11-23 14:01:07,
f2105c17-681d-4d4e-9bbe-a7ac09c9ec08,bed_drain_ELE,ELECTRICAL,1783,860651,4535399,SHIPPED,2013-08-06 14:33:36,
c6a5fbf7-df9a-4eab-8440-05478d026df2,cabin_wiring_ELE,ELECTRICAL,7957,745950,7359501,PENDING,1993-12-25 21:04:31,"Unicorn, Doug"
de0e380b-3d0c-4875-aa8b-c56e70eca669,passenger_bearing_HYD,HYDRAULIC,1783,627857,4712628,PENDING,2023-03-21 17:49:32,"Doe, John"
64e01adc-d14c-48c9-9b40-2cedf0bd5158,Engine-bay screw ele,ELECTRICAL,3333,203273,6881205,PENDING,1988-12-05 12:44:04,jane.doe
b8072592-88d2-44b3-be33-bcf3a1371765,Cabin_casing_ele,ELECTRICAL,1783,204429,7594759,RECEIVED,2002-07-05 12:33:45,
cccda1b5-3541-47e8-9b30-49f32b7ad1e7,Driver casing ele,ELECTRICAL,7957,732870,1622630,SHIPPED,2010-11-01 09:23:15,
ab423312-56ef-4959-aac7-9a4b66ebfa04,Driver_flange_ele_001,ELECTRICAL,1998,225682,9295084,SHIPPED,2021-08-23 10:26:10,
1cc79030-808b-45df-9728-45a8439b0622,Cabin_tank_hyd,HYDRAULIC,6467,952903,2256989,ORDERED,2000-12-05 10:31:39,
d7afc96e-7f1c-4f6c-ba5b-49895a195308,driver_flange_ELE_002,ELECTRICAL,1484,632025,5710166,RECEIVED,1995-10-25 04:03:45,
7218ea77-bbf0-4e73-b2f0-16f91227141e,Bed weld ele,ELECTRICAL,1783,719803,527195,RECEIVED,2003-11-09 13:46:18,
9694315d-afc6-4132-b69a-0155a7675422,wheel-well filter TRA,TRANSMISSION,6467,929185,1221464,RECEIVED,1989-06-16 07:15:49,
77c444ba-900f-412a-8f48-061f568727be,roof_drain_HYD,HYDRAULIC,2489,266508,7791052,PENDING,1989-01-19 08:13:05,"Scott, Michael"
f2e75c01-dfb2-4bee-bee5-581454c70b99,Passenger drain tra,TRANSMISSION,7957,161832,6169903,SHIPPED,2006-10-30 12:32:42,
6b8377f5-f853-4483-aeb3-eaae1af5000d,Roof o-ring nav,NAVIGATION,1998,111134,808915,RECEIVED,2023-05-05 07:53:51,
c3d2bdc1-5d9b-4d9c-a355-45145b946b44,passenger plug ELE,ELECTRICAL,2489,764226,7819262,SHIPPED,2003-01-19 10:57:26,
a31c8e4c-bded-488a-b013-c491fc7b133d,roof_o-ring_NAV,NAVIGATION,1484,552320,7248401,PENDING,2011-11-22 20:38:51,michael.scott
13578fa7-6e86-45b6-8ef9-478473b67c2d,Cabin_plug_nav,NAVIGATION,7957,952758,3703349,RECEIVED,2016-08-08 20:41:33,
fe7ada01-d799-4995-b75f-070a87c1da44,roof_drain_HYD,HYDRAULIC,6467,978337,1671292,RECEIVED,2013-08-19 13:50:20,
28c28a83-d1fa-4f28-ae49-534e28307afe,Bed_casing_nav,NAVIGATION,2489,503649,9295301,ORDERED,2023-10-05 16:29:00,
449f15b9-a037-40af-9bf1-5d755f106906,Roof tank tra,TRANSMISSION,1484,594170,2002787,RECEIVED,2017-04-28 22:24:16,
2a13b914-1245-4a44-9da9-598dc3c896ff,Bed screw ele,ELECTRICAL,1484,376748,1876120,ORDERED,2014-07-04 14:52:39,
918ad5d5-ea69-4d5a-bf00-46c09705d595,Bed_bearing_ele_002,ELECTRICAL,2489,725819,3267056,PENDING,1994-02-12 22:45:14,Michael Bolton
1570790a-283b-4e8b-bc22-3071798bc287,driver joint ELE,ELECTRICAL,7957,521578,5085480,ORDERED,2000-07-26 23:55:35,
24dd7830-23fa-42d4-a1c5-43d986b36242,passenger_bolt_HYD,HYDRAULIC,1998,103213,2925007,ORDERED,2021-02-17 09:54:56,
6dc6eda4-6386-4d64-b744-f38f662b09a0,Driver casing nav,NAVIGATION,6467,952903,5284050,SHIPPED,2016-07-06 16:54:11,
b1c634fc-6501-4d83-99db-50e9ec6cbec7,Passenger_bearing_hyd,HYDRAULIC,1484,153300,8641957,SHIPPED,2024-04-12 07:01:06,
1d011e5a-c0e4-40ee-8105-5205f9be0b63,Wheel-well screw holder hyd,HYDRAULIC,1783,749396,6309459,RECEIVED,2024-08-25 20:09:50,
893ceac3-d32a-4a14-b23f-edf3a95fdbf2,Cabin casing ele,ELECTRICAL,7957,313506,2378136,ORDERED,1992-10-15 19:35:08,
9ef50985-4f20-4684-840b-9234b39328ae,Bed casing nav,NAVIGATION,6147,602504,3732581,RECEIVED,1994-06-14 05:45:22,
4be98881-c00e-45ce-b1bc-849eb16655e0,Bed weld ele,ELECTRICAL,1998,239013,4209508,ORDERED,1995-02-07 13:57:13,
c779c927-481e-4a8f-9a11-524791914397,Bed_weld_ele,ELECTRICAL,6467,123039,543700,PENDING,2011-08-14 02:33:05,jane.doe
d7874a33-2925-4a01-9d19-d0b7e63a9b21,Bed pump hyd,HYDRAULIC,3333,492589,2028596,ORDERED,2014-04-25 07:18:03,
6c9a8258-c2e0-44d8-99dd-1ac36b85bbbc,Wheel-well wiring ele,ELECTRICAL,3333,926167,5206359,PENDING,2006-12-29 14:31:18,Doug Unicorn
bb24d40e-f639-4f7d-aeaf-98017dca9aec,driver joint ELE,ELECTRICAL,1484,349776,3504005,SHIPPED,2024-09-26 15:17:15,
0d10e501-f457-4323-8805-3c7fbf36f086,Wheel-well_plug_hyd,HYDRAULIC,7957,344005,7812436,PENDING,1992-08-18 05:20:45,Racecar Palindrome
a6d1bed3-95aa-44d9-97b6-1b36cec2bddb,Wheel-well filter tra,TRANSMISSION,2489,184281,3247808,SHIPPED,1996-09-20 16:38:25,
e0c0b030-e972-47b7-ae2b-c00b51b4a7c8,driver_wiring_ELE,ELECTRICAL,9710,830010,1984274,SHIPPED,1988-09-19 07:19:21,
91461bb9-2455-4747-807c-85005d4d0d97,Bed_pump_hyd,HYDRAULIC,2489,165561,8273924,ORDERED,2009-08-10 14:32:11,
d2dda4b0-aa20-49b7-8698-475cb6a58f88,driver pump HYD,HYDRAULIC,2489,682666,6566609,ORDERED,2002-03-14 14:30:26,
6abd4bac-9c9b-4d7e-8578-c0392002dae2,Roof chassis ele,ELECTRICAL,1484,624547,4230145,RECEIVED,1993-05-31 21:22:38,
3f1f0c9e-908b-4014-9799-64feb8e5abf9,wheel-well screw holder HYD,HYDRAULIC,7957,952758,5275815,RECEIVED,1988-05-12 07:54:37,
918ad5d5-ea69-4d5a-bf00-46c09705d595,Bed_bearing_ele_002,ELECTRICAL,2489,725819,3267056,RECEIVED,1994-03-08 14:53:16,
36b7a819-9251-46b7-af43-36831c2837b7,Cabin_plug_nav,NAVIGATION,2489,271762,7133452,SHIPPED,2007-02-16 17:28:59,
dee5f5cd-e0d1-4562-b63b-078260442db4,Passenger flange ele,ELECTRICAL,7957,859092,3841870,PENDING,2023-09-04 02:06:13,michael.scott
01b7d53d-e989-4dc1-ae56-4e93e594ab2f,roof piston ELE,ELECTRICAL,2489,917879,1694239,PENDING,2021-09-16 18:19:20,"Doe, John"
6234a88a-3dee-49b4-a6c8-e275cc6dcf0c,Driver_casing_ele,ELECTRICAL,2489,758657,5972881,SHIPPED,2015-05-30 10:08:30,
792a8a7c-8f77-493d-9b6c-9723da7adc9f,Driver_flange_ele_002,ELECTRICAL,6467,581865,3766089,RECEIVED,2018-10-03 00:50:46,
636d0856-8c8e-4d40-8a21-70208bd22387,Cabin plug holder ele,ELECTRICAL,7957,135170,208431,RECEIVED,2013-10-01 15:28:31,
018eddda-ad9d-4216-8b50-3d6013012383,engine-bay_pump_HYD,HYDRAULIC,1484,863014,6265914,PENDING,1997-11-19 13:19:23,"Doe, John"
7f7ddc5e-5903-4503-b8ad-3a0eefbc73a2,driver pump HYD,HYDRAULIC,7957,471198,1562554,RECEIVED,2022-07-22 08:02:36,
35114a55-11a3-47a0-9f04-2a991fcf8e67,Passenger_drain_ele,ELECTRICAL,1998,111134,1778356,SHIPPED,2003-12-24 09:53:24,
f0e4ab0b-d767-4237-9563-d42206f2783a,driver flange TRA,TRANSMISSION,7957,503033,7261366,ORDERED,1997-06-08 21:33:03,
8f09aa8c-1631-4091-b2a6-2495ff9f4258,cabin_casing_NAV,NAVIGATION,1484,443240,2952851,PENDING,1990-02-02 19:12:56,Racecar Palindrome
4d735f6c-8621-403d-b367-f8cf2909093f,passenger_wiring_ELE,ELECTRICAL,2489,544686,2529133,SHIPPED,2021-09-18 13:25:52,
ded31088-9b77-4d87-b8d6-86219b5787b8,roof_piston_ELE,ELECTRICAL,6467,352084,3778069,SHIPPED,1993-06-11 17:15:02,
674ccf74-317a-4772-bd1d-04d00617df9c,Driver_joint_ele,ELECTRICAL,6467,399809,2846547,RECEIVED,2005-07-06 09:11:43,
480b94a4-9ec7-48a1-87e6-5562635970be,bed pump HYD,HYDRAULIC,1484,552320,9736843,ORDERED,1992-10-06 23:19:30,
9a1d4bcb-5bce-4b4a-a674-a28458d28810,driver flange ELE 002,ELECTRICAL,3333,727588,3414482,SHIPPED,2008-01-13 06:41:20,
b14ab8cf-c08a-4bd8-a315-0e21814b2e8b,Driver_o-ring_hyd,HYDRAULIC,1484,535661,1676242,ORDERED,1999-08-15 08:35:00,
71b04d29-d3db-4846-b78a-8f2831966c77,Roof piston tra,TRANSMISSION,7957,262503,177684,SHIPPED,1990-05-26 22:56:46,
e60ad537-3773-45a4-b478-5986b70db6f8,roof piston ELE,ELECTRICAL,1998,173845,9320696,ORDERED,2021-08-06 23:22:08,
bf36b528-967f-4140-acc2-aa8c34519ffa,Bed_casing_nav,NAVIGATION,7957,784614,5871110,ORDERED,1992-10-19 22:31:21,
a889a34d-dcb7-4303-aedd-aa74bb613a7d,Engine-bay screw ele,ELECTRICAL,7957,948013,5517102,RECEIVED,2018-12-29 08:59:36,
a053c6e1-c46d-4008-a3a2-0bd2acaef38f,Cabin casing nav,NAVIGATION,1484,594170,2438528,RECEIVED,2000-11-07 15:44:11,
704d7db9-2ea8-4871-95ca-fd94e76b9804,bed casing ELE,ELECTRICAL,6467,493454,609835,SHIPPED,2021-12-23 14:29:26,
b090cadb-25a3-4825-afbf-bf930e6c71e2,Cabin casing nav,NAVIGATION,1484,620362,9952891,SHIPPED,1997-09-20 10:30:35,
4d2099a8-a410-4db3-b152-af730a2709cc,Passenger flange ele,ELECTRICAL,7957,320442,6542615,SHIPPED,2023-04-02 14:20:15,
b5d49300-b8dc-49c1-ab46-91b06681710e,Passenger_bearing_ele,ELECTRICAL,3333,156630,7387872,SHIPPED,2023-01-21 03:28:40,
4b4077d2-44c5-4a88-8047-d81197967de9,cabin_plug_holder_ELE,ELECTRICAL,1998,626267,6981815,ORDERED,1989-11-16 13:38:51,
6b8377f5-f853-4483-aeb3-eaae1af5000d,Roof o-ring nav,NAVIGATION,1998,111134,808915,PENDING,2023-04-28 06:48:36,Jane Doe
b391fa6c-22a6-4c00-9615-139f61495c69,cabin tank HYD,HYDRAULIC,1783,494995,3219016,SHIPPED,2022-02-27 21:45:45,
db7b79de-5b7c-4a9e-a67b-3248998a6a75,Bed drain ele,ELECTRICAL,1998,219197,9379949,PENDING,2004-05-29 07:56:11,Michael Bolton
68a55f27-8f09-4364-81d0-e815b5ad4bf7,Cabin plug holder ele,ELECTRICAL,6147,602504,2044617,RECEIVED,2005-03-28 20:33:03,
02bef1e7-4db3-4fba-b91d-1ed5137d11ea,cabin_casing_NAV,NAVIGATION,1484,594170,7046349,SHIPPED,1995-02-14 19:22:38,
68a55f27-8f09-4364-81d0-e815b5ad4bf7,Cabin plug holder ele,ELECTRICAL,6147,602504,2044617,SHIPPED,2005-03-19 19:19:48,
72d35fc9-ed0b-4853-aac8-de84b48ce1a0,Bed_bearing_ele_002,ELECTRICAL,2489,755104,7906634,ORDERED,2003-11-10 01:42:11,
6b315170-f6f3-4009-a44f-a0e122c23651,Driver_o-ring_hyd,HYDRAULIC,7957,952758,9955440,ORDERED,2016-10-19 20:26:50,
9c301b14-57b0-41fd-879d-56fc83c6ce43,Engine-bay_flange_hyd,HYDRAULIC,7957,168942,2696294,SHIPPED,2003-02-24 05:24:29,
b00292cb-86ae-4fc1-a795-b0c568553005,Cabin_casing_nav,NAVIGATION,1998,739893,566467,PENDING,2001-01-06 03:28:49,"Doe, Jane"
76784a96-8076-4839-80a9-326c0e1df7a5,wheel-well filter TRA,TRANSMISSION,6467,186730,637308,PENDING,2017-07-06 00:50:09,jane.doe
5cb3a37c-7c0c-4a4e-90d7-b328d9c7cefb,Roof tank tra,TRANSMISSION,6467,243984,5103644,RECEIVED,2020-10-23 10:36:58,
0d05ce75-8cfe-4f81-bbbb-51965b3ba26c,Driver_o-ring_hyd,HYDRAULIC,6467,619930,2296994,RECEIVED,2010-04-14 12:51:21,
22175a8a-9876-4a22-bcb6-84852b2f7ae3,wheel-well_filter_TRA,TRANSMISSION,6467,261841,1218420,SHIPPED,2002-05-27 19:08:59,
2582a0a1-eca2-489a-aa83-4a138569ba2d,Driver_casing_ele,ELECTRICAL,2489,840669,3873870,SHIPPED,2002-07-15 05:33:44,
7804ce64-a170-4fda-b666-390fb3e39945,wheel-well_bolt_bracket_ELE,ELECTRICAL,2489,299721,8888923,RECEIVED,2000-03-03 12:18:40,
90fa05f5-f1a6-4707-a0b1-759598064df7,bed casing ELE,ELECTRICAL,3333,948911,3639715,PENDING,2008-11-17 16:20:39,jl.picard
dc2b7834-1449-4868-8739-74434f38dcab,Cabin wiring nav,NAVIGATION,2489,642646,8640744,ORDERED,2000-04-12 23:27:31,
d2ea596f-e72b-40ef-a909-df2213ebcd15,bed_bearing_ELE_002,ELECTRICAL,3333,948911,8138051,PENDING,1996-11-29 12:28:09,Michael Bolton
a482c88d-0630-486b-9566-2b59c999e3da,passenger_bearing_HYD,HYDRAULIC,1998,102062,4983102,ORDERED,1989-10-20 05:32:37,
1d05b75a-741a-4a7d-af8e-dd6b1a892c5b,bed screw ELE,ELECTRICAL,3333,727588,4283359,SHIPPED,2017-06-07 09:41:49,
793c6de5-698e-40a5-a3d7-ba9a7a8fe68d,Cabin plug holder ele,ELECTRICAL,3333,468936,6780753,RECEIVED,2014-04-04 17:07:09,
eb09b4ca-f15c-4334-980f-1a507631a093,Bed casing ele,ELECTRICAL,6147,871329,1215674,ORDERED,2015-10-07 10:42:40,
00711c86-5898-4977-a6c2-f674407c9227,Cabin screw hyd,HYDRAULIC,7957,273906,6922922,PENDING,2024-08-29 17:25:37,jl.picard
2e1fb0a6-ac35-47ff-9e75-728fa33cdce8,Driver_o-ring_hyd,HYDRAULIC,2489,483017,5860683,RECEIVED,2011-11-05 22:37:37,
b8d20e73-aa04-4aea-bb2c-0e4b854663b3,engine-bay_casing_TRA,TRANSMISSION,7957,814127,3523026,RECEIVED,1995-04-06 03:33:32,
7c365622-33cb-4e70-83d6-b029b7ae368c,passenger_wiring_ELE,ELECTRICAL,2489,321834,4350922,PENDING,1989-12-20 18:49:23,JL Picard
a1e7015d-a5bc-4a85-ac12-1d50d112211c,Roof tank tra,TRANSMISSION,2489,386147,3035278,SHIPPED,1993-02-03 21:37:21,
8a30a290-b148-4009-a8fc-2b34913174ec,Cabin wiring ele,ELECTRICAL,1998,360588,8246242,PENDING,2014-07-23 01:50:45,"Doe, John"
14f1a0e4-d337-4c65-87de-e20d8f168f26,driver casing NAV,NAVIGATION,7957,268527,2307485,ORDERED,2016-06-23 04:50:47,
61ae5669-e9e0-4bcd-ba14-429b5237511a,bed drain ELE,ELECTRICAL,6467,611292,3055142,ORDERED,2024-07-22 16:49:07,
1710f57b-db30-4ffd-bb20-e776d6015521,passenger piston HYD,HYDRAULIC,1484,349776,1907964,PENDING,1998-07-22 02:45:59,jane.doe
5128a623-8daf-40a0-8ddb-8cf64a2d2edb,roof_piston_ELE,ELECTRICAL,3333,637420,6366279,SHIPPED,2004-07-09 20:11:06,
72d35fc9-ed0b-4853-aac8-de84b48ce1a0,Bed_bearing_ele_002,ELECTRICAL,2489,755104,7906634,PENDING,2003-11-02 02:56:47,Racecar Palindrome
fc41c6f3-10d0-47e2-8a0f-6afa4634c2aa,bed tank ELE,ELECTRICAL,1783,113769,2107880,SHIPPED,2012-07-10 02:49:13,
de0e380b-3d0c-4875-aa8b-c56e70eca669,passenger_bearing_HYD,HYDRAULIC,1783,627857,4712628,RECEIVED,2023-04-03 14:48:02,
faaef53e-9122-4566-bfbe-a035a0440875,Roof_piston_ele,ELECTRICAL,6467,923419,3061482,SHIPPED,2004-10-31 16:05:03,
dd8cf17b-5620-4da3-aac1-80feef5624bc,passenger flange ELE,ELECTRICAL,2489,221292,9107701,ORDERED,1990-06-14 10:55:13,
57c448cd-3fc7-4bfd-846d-3ff547bd478b,Cabin screw hyd,HYDRAULIC,2489,312737,4708156,ORDERED,1996-02-14 11:51:27,
01b7d53d-e989-4dc1-ae56-4e93e594ab2f,roof piston ELE,ELECTRICAL,2489,917879,1694239,SHIPPED,2021-09-27 21:00:37,
b8d20e73-aa04-4aea-bb2c-0e4b854663b3,engine-bay_casing_TRA,TRANSMISSION,7957,814127,3523026,PENDING,1995-04-02 00:27:28,"Palindrome, Racecar"
6abd4bac-9c9b-4d7e-8578-c0392002dae2,Roof chassis ele,ELECTRICAL,1484,624547,4230145,ORDERED,1993-05-15 01:33:06,
9f6bc7dd-4c53-469e-b2a2-cb1ef9b9642e,Passenger casing ele,ELECTRICAL,7957,643573,9676000,SHIPPED,2018-08-10 10:58:24,
35114a55-11a3-47a0-9f04-2a991fcf8e67,Passenger_drain_ele,ELECTRICAL,1998,111134,1778356,RECEIVED,2004-01-01 04:09:18,
e16327c2-1991-4f71-a9b9-9dbeb636ed6b,engine-bay casing TRA,TRANSMISSION,1998,219197,1903666,PENDING,2012-05-04 13:02:04,doug.unicorn
203861f3-8ad2-4c7b-9bdd-0eacedd87fc9,bed bearing ELE 002,ELECTRICAL,1998,152030,3678392,SHIPPED,2017-09-16 20:20:02,
e3679785-e0c5-4f1d-a933-b5805c04f37f,driver pump HYD,HYDRAULIC,7957,650648,9012823,PENDING,2004-03-18 23:30:58,Richard Feynman
886709cb-947d-4ea9-847d-cca60c4d8451,passenger_plug_ELE,ELECTRICAL,1998,901858,4671897,RECEIVED,2001-01-20 09:33:43,
69d75086-a7d9-4ea1-bd91-9a27cc4075d1,passenger_bearing_ELE,ELECTRICAL,1998,997245,1551570,RECEIVED,1990-05-26 17:25:46,
8ad43332-7343-4e9e-81ba-95544c6d08ec,Wheel-well_wiring_ele,ELECTRICAL,7957,948013,1753602,PENDING,2007-07-03 15:42:51,Michael Bolton
abe041bb-a115-44a4-b801-ae9c9f6b71d1,Driver_casing_ele,ELECTRICAL,1998,286059,5223700,SHIPPED,2001-07-03 23:27:24,
38a19b93-98a1-47be-ba03-739121bd8841,engine-bay_casing_TRA,TRANSMISSION,6467,942003,8707885,RECEIVED,2010-09-05 04:21:29,
1846dfcd-73bd-416f-bab9-63f1b4964942,Driver_pump_hyd,HYDRAULIC,1998,691882,6168735,SHIPPED,2007-04-06 14:52:20,
a1e7015d-a5bc-4a85-ac12-1d50d112211c,Roof tank tra,TRANSMISSION,2489,386147,3035278,PENDING,1993-01-20 04:46:20,doug.unicorn
b090cadb-25a3-4825-afbf-bf930e6c71e2,Cabin casing nav,NAVIGATION,1484,620362,9952891,RECEIVED,1997-09-22 00:55:13,
d0297a3f-cbf3-4550-af5c-0b62fb8f98c8,Passenger_plug_tra,TRANSMISSION,1998,554152,9812815,RECEIVED,2022-04-23 08:34:43,
